ID,Material,Spec,Form,Condition,Thickness,Basis,Ftu_L,Ftu_LT,Ftu_ST,Fty_L,Fty_LT,Fty_ST,Fcy_L,Fcy_LT,Fcy_ST,Fsu LS,Fsu TS,Fsu SL,Fbru(ed=1.5)_L,Fbru(ed=1.5)_LT,Fbru(ed=1.5)_ST,Fbru(ed=2.0)_L,Fbru(ed=2.0)_LT,Fbru(ed=2.0)_ST,Fbry(ed=1.5)_L,Fbry(ed=1.5)_LT,Fbry(ed=1.5)_ST,Fbry(ed=2.0)_L,Fbry(ed=2.0)_LT,Fbry(ed=2.0)_ST,e_L,e_LT,e_ST,E_L Pri,E_LT Pri,E_ST Pri,E_L Sec,E_LT Sec,E_ST Sec,Ec_L Pri,Ec_LT Pri,Ec_ST Pri,Ec_L,Ec_LT,Ec_ST,G,v,density,Ref,Table,Material Desc,Form Desc
254,2014 Aluminum Alloy Extrusion,"AMS4153, QQ-A-200/2","Extruded bar, rod, and shapes","T6, T6510, T6511","0.750-1.499""",B,70, , ,63, , ,62, , ,41, , ,105, , ,136, , ,86, , ,101, , ,,,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T6, T6510, T6511 0.750-1.499"""
255,2014 Aluminum Alloy Extrusion,"AMS4153, QQ-A-200/2","Extruded bar, rod, and shapes","T6, T6510, T6511","1.500-1.750""",A,68,61, ,60,52, ,59, , ,39, , ,102, , ,132, , ,82, , ,96, , ,7,2,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T6, T6510, T6511 1.500-1.750"""
256,2014 Aluminum Alloy Extrusion,"AMS4153, QQ-A-200/2","Extruded bar, rod, and shapes","T6, T6510, T6511","1.500-1.750""",B,71, , ,63, , ,62, , ,41, , ,106, , ,138, , ,86, , ,101, , ,,,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T6, T6510, T6511 1.500-1.750"""
257,2014 Aluminum Alloy Extrusion,"AMS4153, QQ-A-200/2","Extruded bar, rod, and shapes","T6, T6510, T6511","1.751-2.999""",S,68,61, ,60,52, , , , , , , , , , , , , , , , , , , ,7,2,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T6, T6510, T6511 1.751-2.999"""
258,2014 Aluminum Alloy Extrusion,"AMS4153, QQ-A-200/2","Extruded bar, rod, and shapes","T6, T6510, T6511","3.000-4.499""",S,68,58, ,60,49, , , , , , , , , , , , , , , , , , , ,7,1,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T6, T6510, T6511 3.000-4.499"""
259,2014 Aluminum Alloy Extrusion,"AMS4153, QQ-A-200/2","Extruded bar, rod, and shapes","T6, T6510, T6511",">=0.750""",S,68,56, ,58,47, , , , , , , , , , , , , , , , , , , ,6,1,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T6, T6510, T6511 >=0.750"""
260,2014 Aluminum Alloy Extrusion,QQ-A-200/2,"Extruded bar, rod, and shapes",T62,"<=0.749""",S,60, , ,53, , , , , , , , , , , , , , , , , , , , ,7,,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T62 <=0.749"""
261,2014 Aluminum Alloy Extrusion,QQ-A-200/2,"Extruded bar, rod, and shapes",T62,">=0.750""",S,60, , ,53, , , , , , , , , , , , , , , , , , , , ,7,,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T62 >=0.750"""
262,2014 Aluminum Alloy Extrusion,QQ-A-200/2,"Extruded bar, rod, and shapes",T62,">=0.750""",S,60, , ,53, , , , , , , , , , , , , , , , , , , , ,6,,,10.8, , , , , ,11, , , , , ,4.1,0.33,0.101,Mil Hdbk5-G,3.2.1.0 g),2000 Series Wrought Aluminum Alloy,"2014 Aluminum Alloy Extrusion T62 >=0.750"""
263,"2017 Aluminum Alloy Bar and Rod; Rolled, Drawn, Cold Finished","AMS4118, QQ-A-225/5","Bar and rod; rolled, drawn, or cold-finished","T4, T451, T42","<=8.000""",S,55, , ,32, , ,32, , ,33, , ,83, , ,105, , ,45, , ,51, , ,12,,,10.4, , , , , ,10.6, , , , , ,3.95,0.33,0.101,Mil Hdbk5-G,3.2.2.0 b),2000 Series Wrought Aluminum Alloy,"2017 Aluminum Alloy Bar and Rod; Rolled, Drawn, Cold Finished T4, T451, T42 <=8.000"""
264,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Sheet,T3,".008-.009""",S,64,63, ,47,42, ,39,45, ,39, , ,104, , ,129, , ,73, , ,88, , ,,10,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T3 .008-.009"""
265,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Sheet,T3,".010-.128""",A,64,63, ,47,42, ,39,45, ,39, , ,104, , ,129, , ,73, , ,88, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T3 .010-.128"""
266,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Sheet,T3,".010-.128""",B,65,64, ,48,43, ,40,46, ,40, , ,106, , ,131, , ,75, , ,90, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T3 .010-.128"""
267,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Sheet,T3,".129-.249""",A,65,64, ,47,42, ,39,45, ,40, , ,106, , ,131, , ,73, , ,88, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T3 .129-.249"""
268,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Sheet,T3,".129-.249""",B,66,65, ,48,43, ,40,46, ,41, , ,107, , ,133, , ,75, , ,90, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T3 .129-.249"""
269,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,".250-.499""",A,64,64, ,48,42, ,39,45, ,38, , ,97, , ,119, , ,72, , ,86, , ,,12,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 .250-.499"""
270,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,".250-.499""",B,66,66, ,50,44, ,41,47, ,39, , ,100, , ,122, , ,76, , ,90, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 .250-.499"""
271,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,".500-1.000""",A,63,63, ,48,42, ,39,45, ,37, , ,95, , ,117, , ,72, , ,86, , ,,8,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 .500-1.000"""
272,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,".500-1.000""",B,65,65, ,50,44, ,41,47, ,38, , ,98, , ,120, , ,76, , ,90, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 .500-1.000"""
273,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"1.001-1.500""",A,62,62, ,47,42, ,39,44, ,37, , ,94, , ,115, , ,72, , ,86, , ,,7,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 1.001-1.500"""
274,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"1.001-1.500""",B,64,64, ,50,44, ,40,46, ,38, , ,97, , ,119, , ,76, , ,90, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 1.001-1.500"""
275,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"1.501-2.000""",A,62,62, ,47,42, ,38,44, ,37, , ,94, , ,115, , ,72, , ,86, , ,,6,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 1.501-2.000"""
276,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"1.501-2.000""",B,64,64, ,49,44, ,40,46, ,38, , ,97, , ,119, , ,76, , ,90, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 1.501-2.000"""
277,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"2.001-3.000""",A,60,60,52,46,42,38,37,43,46,35, , ,91, , ,111, , ,72, , ,86, , ,,4,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 2.001-3.000"""
278,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"2.001-3.000""",B,62,62,54,48,44,40,39,45,48,37, , ,94, , ,115, , ,76, , ,90, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 2.001-3.000"""
279,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"3.001-4.000""",A,57,57,49,43,41,38,35,41,44,34, , ,86, , ,106, , ,70, , ,84, , ,,4,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 3.001-4.000"""
280,2024 Aluminum Alloy Sheet and Plate,"AMS4037, QQ-A-250/4",Plate,T351,"3.001-4.000""",B,59,59,51,46,43,39,37,43,47,35, , ,89, , ,109, , ,74, , ,88, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T351 3.001-4.000"""
281,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Sheet,T361,".020-.062""",S,68,67, ,56,50, ,47,53, ,42, , ,111, , ,137, , ,82, , ,97, , ,,8,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T361 .020-.062"""
282,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Sheet,T361,".063-.249""",S,69,68, ,56,51, ,48,54, ,42, , ,112, , ,139, , ,84, , ,99, , ,,9,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T361 .063-.249"""
283,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Plate,T361,".250-.500""",S,67,66, ,54,49, ,46,52, ,41, , ,109, , ,135, , ,81, , ,96, , ,,9,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b1),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T361 .250-.500"""
284,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Coiled Sheet,T4,".010-.249""",A,62,62, ,40,40, ,40,40, ,37, , ,93, , ,118, , ,56, , ,64, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T4 .010-.249"""
285,2024 Aluminum Alloy Sheet and Plate,QQ-A-250/4,Coiled Sheet,T4,".010-.249""",B,64,64, ,42,42, ,42,42, ,38, , ,96, , ,122, , ,59, , ,67, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T4 .010-.249"""
286,2024 Aluminum Alloy Sheet and Plate,"AMS4035, QQ-A-250/4",Flat Sheet and Plate,T42,".010-.249""",S,62,62, ,38,38, ,42,41, ,37, , ,99, , ,123, , ,67, , ,80, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T42 .010-.249"""
287,2024 Aluminum Alloy Sheet and Plate,"AMS4035, QQ-A-250/4",Flat Sheet and Plate,T42,".250-.499""",S,62,62, ,38,38, ,42,41, ,37, , ,98, , ,123, , ,67, , ,80, , ,,12,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T42 .250-.499"""
288,2024 Aluminum Alloy Sheet and Plate,"AMS4035, QQ-A-250/4",Flat Sheet and Plate,T42,".500-1.000""",S,61,61, ,38,38, ,40,41, ,36, , ,94, , ,121, , ,67, , ,80, , ,,8,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T42 .500-1.000"""
289,2024 Aluminum Alloy Sheet and Plate,"AMS4035, QQ-A-250/4",Flat Sheet and Plate,T42,"1.001-2.000""",S,60,60, ,38,38, ,37,41, ,36, , ,85, , ,119, , ,67, , ,80, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T42 1.001-2.000"""
290,2024 Aluminum Alloy Sheet and Plate,"AMS4035, QQ-A-250/4",Flat Sheet and Plate,T42,"2.001-3.000""",S, ,58, , ,38, , , , , , , , , , , , , , , , , , , ,,4,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T42 2.001-3.000"""
291,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Flat Sheet and Plate,T62,".010-.249""",S,63,64, ,50,50, ,52,53, ,38, , ,103, , ,134, , ,80, , ,95, , ,,5,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T62 .010-.249"""
292,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Flat Sheet and Plate,T62,".250-.499""",S,63,64, ,50,50, ,52,52, ,38, , ,103, , ,134, , ,80, , ,95, , ,,5,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T62 .250-.499"""
293,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Flat Sheet and Plate,T62,".500-2.000""",S,63,63, ,50,50, ,52,48, ,37, , ,102, , ,132, , ,80, , ,95, , ,,5,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T62 .500-2.000"""
294,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Flat Sheet and Plate,T62,"2.001-3.000""",S, ,63, , ,50, , , , , , , , , , , , , , , , , , , ,,5,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T62 2.001-3.000"""
295,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Flat Sheet and Plate,T72,".010-.249""",S, ,60, , ,46, , , , , , , , , , , , , , , , , , , ,,5,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b2),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T72 .010-.249"""
296,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Sheet,T81,".010-.249""",A,67,67, ,59,58, ,59,58, ,40, , ,100, , ,127, , ,83, , ,94, , ,,5,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T81 .010-.249"""
297,2024 Aluminum Alloy Sheet and Plate,QQ-A-250/4,Sheet,T81,".010-.249""",B,68,68, ,61,60, ,61,60, ,41, , ,102, , ,129, , ,86, , ,97, , ,,,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T81 .010-.249"""
298,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Plate,T851,".250-.499""",A,67,67, ,58,58, ,58,59, ,38, , ,102, , ,131, , ,86, , ,101, , ,,5,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T851 .250-.499"""
299,2024 Aluminum Alloy Sheet and Plate,QQ-A-250/4,Plate,T851,".250-.499""",B,68,68, ,60,60, ,60,61, ,39, , ,103, , ,133, , ,89, , ,105, , ,,,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T851 .250-.499"""
300,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Plate,T851,".500-1.000""",S,66,66, ,58,58, ,58,58, ,37, , ,100, , ,129, , ,86, , ,101, , ,,5,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T851 .500-1.000"""
301,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Plate,T851,"1.001-1.499""",S,66,66, ,57,57, ,56,57, ,37, , ,100, , ,129, , ,85, , ,99, , ,,5,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T851 1.001-1.499"""
302,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Sheet,T861,".020-.062""",S,71,70, ,63,62, ,63,65, ,40, , ,108, , ,140, , ,90, , ,105, , ,,3,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T861 .020-.062"""
303,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Sheet,T861,".063-.249""",S,72,71, ,67,66, ,67,69, ,40, , ,110, , ,142, , ,96, , ,112, , ,,4,,10.5, , , , , ,10.7, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T861 .063-.249"""
304,2024 Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/4,Plate,T861,".250-.500""",S,70,70, ,64,64, ,64,67, ,40, , ,108, , ,140, , ,93, , ,109, , ,,4,,10.7, , , , , ,10.9, , , , , ,4,0.33,0.101,MMPDS-02,3.2.3.0 b3),2000 Series Wrought Aluminum Alloy,"2024 Aluminum Alloy Sheet and Plate T861 .250-.500"""
305,2024 Clad Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/5,Flat Sheet and Plate,T3,".008-.009""",A,59,58, ,44,39, ,36,42, ,37, , ,96, , ,119, , ,68, , ,82, , ,,10,,10.5, , ,9.5, , ,10.7, , ,9.7, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .008-.009"""
306,2024 Clad Aluminum Alloy Sheet and Plate,QQ-A-250/5,Flat Sheet and Plate,T3,".008-.009""",B,60,59, ,45,40, ,37,43, ,37, , ,97, , ,121, , ,70, , ,84, , ,,,,10.5, , ,9.5, , ,10.7, , ,9.7, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .008-.009"""
307,2024 Clad Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/5,Flat Sheet and Plate,T3,".010-.062""",A,60,59, ,44,39, ,36,42, ,37, , ,97, , ,121, , ,68, , ,82, , ,,,,10.5, , ,9.5, , ,10.7, , ,9.7, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .010-.062"""
308,2024 Clad Aluminum Alloy Sheet and Plate,QQ-A-250/5,Flat Sheet and Plate,T3,".010-.062""",B,61,60, ,45,40, ,37,43, ,38, , ,99, , ,123, , ,70, , ,84, , ,,,,10.5, , ,9.5, , ,10.7, , ,9.7, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .010-.062"""
309,2024 Clad Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/5,Flat Sheet and Plate,T3,".063-.128""",A,62,61, ,45,40, ,37,43, ,38, , ,101, , ,125, , ,70, , ,84, , ,,15,,10.5, , ,10, , ,10.7, , ,10.2, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .063-.128"""
310,2024 Clad Aluminum Alloy Sheet and Plate,QQ-A-250/5,Flat Sheet and Plate,T3,".063-.128""",B,63,62, ,47,42, ,39,45, ,39, , ,102, , ,127, , ,73, , ,88, , ,,,,10.5, , ,10, , ,10.7, , ,10.2, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .063-.128"""
311,2024 Clad Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/5,Flat Sheet and Plate,T3,".129-.249""",A,63,62, ,45,40, ,37,43, ,39, , ,102, , ,127, , ,70, , ,84, , ,,15,,10.5, , ,10, , ,10.7, , ,10.2, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .129-.249"""
312,2024 Clad Aluminum Alloy Sheet and Plate,QQ-A-250/5,Flat Sheet and Plate,T3,".129-.249""",B,64,63, ,47,42, ,39,45, ,40, , ,104, , ,129, , ,73, , ,88, , ,,,,10.5, , ,10, , ,10.7, , ,10.2, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T3 .129-.249"""
313,2024 Clad Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/5,Flat Sheet and Plate,T351,.250-.499,A,62,62, ,46,40, ,37,43, ,37, , ,94, , ,115, , ,69, , ,82, , ,,12,,10.7, , ,10.2, , ,10.9, , ,10.4, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,2024 Clad Aluminum Alloy Sheet and Plate T351 .250-.499
314,2024 Clad Aluminum Alloy Sheet and Plate,QQ-A-250/5,Flat Sheet and Plate,T351,".250-.499""",B,64,64, ,48,42, ,39,45, ,38, , ,97, , ,119, , ,72, , ,86, , ,,,,10.7, , ,10.2, , ,10.9, , ,10.4, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T351 .250-.499"""
315,2024 Clad Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/5,Flat Sheet and Plate,T351,.500-1.000,A,61,61, ,45,40, ,37,42, ,36, , ,92, , ,113, , ,69, , ,82, , ,,8,,10.7, , ,10.2, , ,10.9, , ,10.4, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,2024 Clad Aluminum Alloy Sheet and Plate T351 .500-1.000
316,2024 Clad Aluminum Alloy Sheet and Plate,QQ-A-250/5,Flat Sheet and Plate,T351,".500-1.000""",B,63,63, ,48,42, ,39,45, ,37, , ,95, , ,117, , ,72, , ,86, , ,,,,10.7, , ,10.2, , ,10.9, , ,10.4, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T351 .500-1.000"""
317,2024 Clad Aluminum Alloy Sheet and Plate,AMS-QQ-A-250/5,Flat Sheet and Plate,T351,"1.001-1.500""",A,60,60, ,45,40, ,37,42, ,35, , ,91, , ,111, , ,69, , ,82, , ,,7,,10.7, , ,10.2, , ,10.9, , ,10.4, , , ,0.33,0.101,MMPDS-02,3.2.3.0 e1),2000 Series Wrought Aluminum Alloy,"2024 Clad Aluminum Alloy Sheet and Plate T351 1.001-1.500"""
